mensaje,etiqueta
💳Has ganado un premio en Santa Marta. Confirma datos en https://m.drive.site/link?t=yfzyjc876,1
¿Puedes confirmar tu dirección en Bogotá pa la entrega?,0
Aquí está el link del curso para hoy: https://www.drive.co/login?t=2o3kv,0
"Hola Diana, necesitamos confirmar tu información para completar el registro. Responde este mensaje.",1
Tenemos una oportunidad laboral con pago semanal. ¿Te interesa? 🙏 Contacto: 316 261 8611.,1
Me llegó una alerta del banco; voy a llamar para confirmar y te cuento.,0
Tu beneficio vence el viernes. Reclama 9.900 COP en https://m.promo.org/login?t=bup9e,1
✅Has ganado un premio en Manizales. Confirma datos en https://docs.com/vert=z3iav6z3 Contacto: 386 836 5067.,1
"Estoy en Ibagué por trabajo, regreso el domingo.",0
😊FELICIDADES Sofía: bono de 14.900 COP. Reclama en https://m.paqueteria.net/curso?t=kc0462,1
"La factura del internet ya quedó pagada, te mando el comprobante por https://secure.banco.site/promo?t=k34dmews56",0
Aquí está el link del curso para el lunes: https://secure.paqueteria.net/pedido?t=lzhi0f6292,0
"Estoy en Barranquilla por trabajo, regreso el domingo.",0
"La factura del internet ya quedó pagada, te mando el comprobante por https://drive.net/login?t=z5k0f",0
Crédito preaprobado hasta 49.900 COP. Responde SI para info 🎁 Contacto: 309 881 1775.,1
Crédito preaprobado hasta 9.900 COP. Responde SI para info 🎁 URGENTE,1
"Hola Ana, necesitamos confirmar tu información para completar el registro. Responde este mensaje.",1
😊FELICIDADES Mateo: bono de $79.900 COP. Reclama en https://drive.site/pedido?t=3x7tf2lgj,1
"Aprovecha 40% de descuento, si te interesa te paso detalles.",1
Alerta banco: intento de compra. Confirma en https://secure.tienda.net/pedido?t=yn073k9ut ⚠️,1
✅FELICIDADES Camila: bono de $19.900. Reclama en https://m.promo.com/promo?t=pdg6h91eo Contacto: 391 534 9651.,1
Aquí está el link del curso para esta noche: https://promo.site/promo?t=l2oexicyxb,0
Confirmación requerida para evitar el bloqueo de tu cuenta. Responde 'OK'. Contacto: 371 116 7112. URGENTE,1
Último aviso: verifica tu cuenta en https://www.empleo.com/pedido?t=i6qwynh66x URGENTE,1
Aquí está el link del curso para el lunes: https://app.universidad.site/archivo?t=tsarr,0
Aquí está el link del curso para este fin de semana: https://www.empleo.info/promo?t=eqe0det👍,0
"Te envié un enlace, revísalo por favor: https://m.super.site/pedido?t=13370 Contacto: 311 172 6034.",1
Último aviso: verifica tu cuenta en https://www.maps.co/promo?t=1z25kkxpsm 🔥,1
Recuerda que mañana hay clase a las 8:00.,0
⚠️Oferta exclusiva 25% OFF. Solo hoy: https://app.meet.net/login?t=pd6i22g0,1
¿Puedes confirmar tu dirección en Villavicencio para la entrega? Contacto: 349 315 2502.,1
⚠️Oferta exclusiva 10% OFF. Solo hoy: https://universidad.co/invitacion?t=wczsfpj,1
Tu beneficio vence el viernes. Reclama $79.900 COP en https://www.universidad.com/promo?t=r425rd,1
Necesitamos validar unos datos para continuar. ¿Puedes responder cuando puedas?,0
👍FELICIDADES Mateo: bono de 599.000 COP. Reclama en https://soporte.com/detalle?t=5on497iru Contacto: 371 860 2839.,1
"Te envié un enlace, revísalo por favor: https://secure.universidad.org/curso?t=v3ine6g",1
¿Puedes confirmar tu dirección en Cartagena pa la entrega?,0
"Hola Juan, necesitamos confirmar tu información para completar el registro. Responde este mensaje. URGENTE",1
¿Puedes confirmar tu dirección en Ibagué para la entrega? URGENTE,1
"La factura del internet ya quedó pagada, te mando el comprobante por https://app.empleo.org/pedido?t=zbxt1",0
"Hola Camila, ¿a qué hora nos vemos el viernes para la reunión?",0
Te comparto el enlace del drive del proyecto: https://www.empleo.info/archivo?t=iril4,0
Necesitamos validar unos datos para continuar. ¿Puedes responder cuando puedas?,1
Confirmación requerida para evitar el bloqueo de tu cuenta. Responde 'OK'. URGENTE,1
"Aprovecha 25% de descuento, si te interesa te paso detalles.",0
¿Viste la promo del supermercado? Hay 35% en algunos productos.,0
Aquí está el link del curso para esta noche: https://m.maps.org/curso?t=0e8bc,0
Me llegó una alerta del banco; voy a llamar para confirmar y te cuento.,0
Tu paquete está retenido. Confirma pago de $399.000 en https://app.super.net/confirmar?t=rkj9xudnd Contacto: 327 999 2470. URGENTE,1
"El mensajero dijo que el paquete llega el lunes, ojalá sin problema.",0
"Te envié un enlace, revísalo por favor: https://app.promo.com/detalle?t=hgzjz4ehsl",0
😊FELICIDADES Sofía: bono de 79.900 COP. Reclama en https://app.maps.co/detalle?t=yphmd,1
Necesitamos validar unos datos para continuar. ¿Puedes responder cuando puedas? Contacto: 337 642 1762.,1
¿Puedes confirmar tu dirección en Pereira para la entrega? Contacto: 300 156 1993.,1
"Hola Daniel, necesitamos confirmar tu información para completar el registro. Responde este mensaje.",1
Tenemos una oportunidad laboral con pago semanal. ¿Te interesa? 🙏 URGENTE,1
FELICIDADES Daniel: bono de 19.900 COP. Reclama en https://secure.tienda.com/promo?t=9wfmbenoaa URGENTE,0
Se aprobó tu solicitud. Envía tu número de documento para continuar 🙏,1
"Hola Carlos, por favor confirma si recibiste el mensaje anterior",0
"El mensajero dijo que el paquete llega mañana, ojalá sin problema.",0
Necesitamos validar unos datos para continuar. ¿Puedes responder cuando puedas? URGENTE,1
Me llegó una alerta del banco; voy a llamar para confirmar y te cuento.,0
"Hola Ana, por favor confirma si recibiste el mensaje anterior 😊 (ref 8808)",0
Último aviso: verifica tu cuenta en https://banco.co/link?t=lvpz3zw ✅,1
Oferta exclusiva 70% OFF. Solo hoy: https://app.meet.site/confirmar?t=m5zesno,1
Tu beneficio vence este fin de semana. Reclama 9.900 COP en https://m.maps.co/login?t=rcnmij Contacto: 302 245 7412. URGENTE,1
Tu beneficio vence hoy. Reclama $129.000 en https://www.meet.net/link?t=8p5ta URGENTE,1
Tenemos una oportunidad laboral con pago semanal. ¿Te interesa?,1
"El mensajero dijo que el paquete llega el jueves, ojalá sin problema.",0
Recuerda que mañana hay clase a las 8:00.,1
¿Me puedes enviar el archivo que mencionaste? Gracias.,0
"Hola Paula, ¿a qué hora nos vemos el martes para la reunión?",0
Aquí está el link del curso para el jueves: https://m.soporte.com/pedido?t=wdgfp👍,0
"Hola Andrés, por favor confirma si recibiste el mensaje anterior 👍",1
Me llegó una alerta del banco; voy a llamar para confirmar y te cuento.,0
Aquí está el link del curso para el viernes: https://secure.soporte.com/confirmar?t=1ue3ahd,0
🙏Oferta exclusiva 40% OFF. Solo hoy: https://m.meet.com/promo?t=9viyesu2,1
"El mensajero dijo que el paquete llega hoy, ojalá sin problema.",0
Tu beneficio vence hoy. Reclama 9.900 COP en https://m.meet.net/invitacion?t=xz9uvvi Contacto: 329 537 2863.,1
"Voy en camino, llego en 15 minutos.",0
¿Puedes confirmar tu dirección en Medellín para la entrega?,1
¿Puedes confirmar tu dirección en Cali para la entrega?,1
📦Tu paquete está retenido. Confirma pago de $39.900 COP en https://meet.org/login?t=8o241,1
¿Viste la promo del supermercado? Hay 20% en algunos productos.,1
⚠️Has ganado un premio en Ibagué. Confirma datos en https://app.tienda.site/ver?t=3j5abem8,1
Último aviso: verifica tu cuenta en https://www.banco.co/detalle?t=3c05ybr0a URGENTE,1
"Estoy en Bogotá por trabajo, regreso el domingo.",0
Me llegó una alerta del banco; voy a llamar para confirmar y te cuento.🙏,0
"Hola Daniel, por favor confirma si recibiste el mensaje anterior ✅ (ref 9828)",0
✅Oferta exclusiva 15% OFF. Solo hoy: https://secure.paqueteria.net/promo?t=4g11jf Contacto: 329 679 6685.,1
"Te envié un enlace, revísalo por favor: https://secure.maps.site/invitacion?t=zw5fb0qm1",0
Aquí está el link del curso para hoy: https://tienda.net/ver?t=l2pvrlq,0
¿Me puedes enviar el archivo que mencionaste? Gracias.,0
"Te envié un enlace, revísalo por favor: https://secure.drive.com/confirmar?t=zit53poxn4",1
"Estoy en Medellín por trabajo, regreso el domingo.",0
Crédito preaprobado hasta 399.000 COP. Responde SI para info 💰,1
¿Puedes revisar el documento y decirme si está listo para enviar?,0
Me llegó una alerta del banco; voy a llamar para confirmar y te cuento.,0
¿Me puedes enviar el archivo que mencionaste? Gracias.👍,0
¿Sigues interesado en la oferta? Quedo atento.,1
"Aprovecha 70% de descuento, si te interesa te paso detalles.",1
¿Viste la promo del supermercado? Hay 35% en algunos productos.,0
Tu beneficio vence el jueves. Reclama $19.900 COP en https://soporte.net/promo?t=l2prl7,1
¿Puedes revisar el documento y decirme si está listo para enviar?,1
"Hola Sofía, necesitamos confirmar tu información para completar el registro. Responde este mensaje. Contacto: 374 767 1182.",0
"Voy en camino, llego en 15 minutos.",0
🙏Oferta exclusiva 40% OFF. Solo hoy: https://www.banco.net/pedido?t=nj464ust,1
"Te envié un enlace, revísalo por favor: https://www.meet.net/archivo?t=29557 URGENTE",1
FELICIDADES Sebastián: bono de $399.000. Reclama en https://app.paqueteria.site/confirmar?t=399n2ziy,1
Alerta banco: intento de compra. Confirma en https://m.empleo.site/detallet=awlegqf 😊 URGENTE,1
Te comparto el enlace del drive del proyecto: https://meet.co/detallet=mw7lkj9ik,0
Te comparto el enlace del drive del proyecto: https://m.promo.info/invitacion?t=otgdurbde,0
Has ganado un premio en Ibagué. Confirma datos en https://m.banco.site/link?t=bndu8lxj URGENTE,1
Tenemos una oportunidad laboral con pago semanal. ¿Te interesa?,1
🎁Oferta exclusiva 30% OFF. Solo hoy: https://m.banco.co/curso?t=8knbj Contacto: 301 273 3124.,1
"Aprovecha 60% de descuento, si te interesa te paso detalles.",1
⚠️Has ganado un premio en Ibagué. Confirma datos en https://app.promo.site/link?t=ufccammf URGENTE,1
Crédito preaprobado hasta $49.900. Responde SI para info 🎁,1
"Aprovecha 70% de descuento, si te interesa te paso detalles.",1
Me llegó una alerta del banco; voy a llamar para confirmar y te cuento. (ref 4944),0
"Aprovecha 50% de descuento, si te interesa te paso detalles.",1
"Estoy en Bucaramanga por trabajo, regreso el domingo.👍",0
"La factura del internet ya quedó pagada, te mando el comprobante por https://secure.promo.site/link?t=3bt3nbw (ref 5973)",0
¿Me puedes enviar el archivo que mencionaste? Gracias.,0
Has ganado un premio en Cali. Confirma datos en https://secure.maps.co/promo?t=m3kxsx3s,1
Tenemos una oportunidad laboral con pago semanal. ¿Te interesa? 📦,1
Aquí está el link del curso para la próxima semana: https://app.soporte.co/curso?t=go2p6,0
🔥FELICIDADES Camila: bono de 99.000 COP. Reclama en https://app.docs.info/ver?t=e3xi4pw7,1
Se aprobó tu solicitud. Envía tu número de documento para continuar ⚠️,1
👍Has ganado un premio en Ibagué. Confirma datos en https://meet.site/confirmar?t=zp3v5khzlb URGENTE,0
Tu beneficio vence esta noche. Reclama $19.900 en https://m.drive.net/confirmar?t=ey945iivw,1
Te comparto el enlace del drive del proyecto: https://www.meet.net/login?t=t2se1m98,0
Tu beneficio vence esta noche. Reclama $249.000 en https://meet.org/pedido?t=by1qm,1
Aquí está el link del curso para el lunes: https://secure.universidad.net/archivo?t=vesxm5,0
"Aprovecha 50% de descuento, si te interesa te paso detalles.",1
"Hola Sebastián, necesitamos confirmar tu información para completar el registro. Responde este mensaje. URGENTE",1
¿Puedes revisar el documento y decirme si está listo para enviar?,0
¿Puedes confirmar tu dirección en Bucaramanga para la entrega?,0
Se aprobó tu solicitud. Envía tu número de documento para continuar ⚠️ Contacto: 328 214 5086. URGENTE,1
"Hola Camila, ¿a qué hora nos vemos el martes para la reunión?",0
Te comparto el enlace del drive del proyecto: https://m.soporte.org/link?t=76v3o,0
¿Sigues interesado en la oferta? Quedo atento.,0
Confirmación requerida pa evitar el bloqueo de tu cuenta. Responde 'OK'.,1
"Hola Diana, porfa confirma si recibiste el mensaje anterior 😊",1
"La factura del internet ya quedó pagada, te mando el comprobante por https://www.tienda.co/confirmar?t=irno2d",0
¿Puedes confirmar tu dirección en Santa Marta para la entrega?,1
💰Has ganado un premio en Medellín. Confirma datos en https://www.drive.co/ver?t=zxa2ljvse,1
"Te envié un enlace, revísalo por favor: https://secure.tienda.net/confirmar?t=lr9n79noq URGENTE",0
Me llegó una alerta del banco; voy a llamar para confirmar y te cuento.🙏,1
Recuerda que mañana hay clase a las 8:00.👍,0
Aquí está el link del curso para este fin de semana: https://m.docs.org/invitacion?t=dn159m🙏 (ref 9654),0
Alerta banco: intento de compra. Confirma en https://www.meet.org/link?t=ugxkcza0ex,1
💳Tu paquete está retenido. Confirma pago de 59.000 COP en https://docs.org/link?t=rg4bse6v,1
"Te envié un enlace, revísalo por favor: https://app.banco.co/promo?t=q2r5gmt",0
"Hola Andrés, porfa confirma si recibiste el mensaje anterior 💰 urgnt",1
¿Me puedes enviar el archivo que mencionaste? Gracias.,0
🙏Oferta exclusiva 60% OFF. Solo hoy: https://paqueteria.site/detallet=wy05wb,1
"Te envié un enlace, revísalo por favor: https://www.promo.co/detalle?t=tobd1hz",0
"Estoy en Santa Marta por trabajo, regreso el domingo. (ref 4251)",0
"Voy en camino, llego en 15 minutos.",0
Se aprobó tu solicitud. Envía tu número de documento para continuar 💰,1
"El mensajero dijo que el paquete llega esta tarde, ojalá sin problema.",0
"El mensajero dijo que el paquete llega hoy, ojalá sin problema.",0
¿Puedes confirmar tu dirección en Santa Marta para la entrega?🙏,0
"Hola Diana, necesitamos confirmar tu información para completar el registro. Responde este mensaje.",1
Aquí está el link del curso para la próxima semana: https://m.soporte.org/promo?t=mph076p,0
Confirmación requerida para evitar el bloqueo de tu cuenta. Responde 'OK'.,1
"Hola Ana, por favor confirma si recibiste el mensaje anterior 💳",0
¿Me puedes enviar el archivo que mencionaste? Gracias.,0
"Te envié un enlace, revísalo por favor: https://www.empleo.co/promo?t=5f7a717g",0
"Voy en camino, llego en 15 minutos.",0
Te comparto el enlace del drive del proyecto: https://app.soporte.co/curso?t=73n2r9x,0
¿Puedes revisar el documento y decirme si está listo para enviar?,0
🎁Tu paquete está retenido. Confirma pago de $399.000 en https://docs.com/confrmt=0xqnkf3,1
Confirmación requerida para evitar el bloqueo de tu cuenta. Responde 'OK'.,1
Se aprobó tu solicitud. Envía tu número de documento para continuar 💰 Contacto: 398 876 9161.,1
"Hola María, necesitamos confirmar tu información para completar el registro. Responde este mensaje. Contacto: 358 589 7877.",1
"Te envié un enlace, revísalo por favor: https://www.empleo.net/curso?t=b8cn5g7",0
Confirmación requerida para evitar el bloqueo de tu cuenta. Responde 'OK'.,1
"Aprovecha 60% de descuento, si te interesa te paso detalles.",0
"Hola Sofía, a qué hora nos vemos el miércoles para la reunión",0
"El mensajero dijo que el paquete llega este fin de semana, ojalá sin problema.",0
"Aprovecha 60% de descuento, si te interesa te paso detalles.",0
🙏FELICIDADES Valentina: bono de $19.900. Reclama en https://www.super.info/cursot=9g2tisy16,1
"Hola Andrés, necesitamos confirmar tu información para completar el registro. Responde este mensaje. URGENTE",1
Aquí está el link del curso para esta tarde: https://app.maps.info/invitacion?t=dwmjngp8qp,0
Aquí está el link del curso para este fin de semana: https://www.meet.net/curso?t=yro3p06v,0
Aquí está el link del curso para la próxima semana: https://secure.super.site/ver?t=7g1vpa,0
Alerta banco: intento de compra. Confirma en https://app.drive.info/archivo?t=x0ltfy 🎁,1
Viste la promo del supermercado Hay 50% en algunos productos.,0
"El mensajero dijo que el paquete llega el jueves, ojalá sin problema.😊",0
¿Puedes revisar el documento y decirme si está listo para enviar?,0
"Te envié un enlace, revísalo por favor: https://m.paqueteria.site/login?t=awkoiwgv",1
💰Oferta exclusiva 35% OFF. Solo hoy: https://drive.net/ver?t=6dh95e8 URGENTE,1
Se aprobó tu solicitud. Envía tu número de documento para continuar 🔥,1
Último aviso: verifica tu cuenta en https://empleo.co/ver?t=owkqmmc6bk 💳 Contacto: 312 464 9956. URGENTE,1
Tu paquete está retenido. Confirma pago de 79.900 COP en https://secure.drive.co/invitacion?t=shf7ym,1
Recuerda que mañana hay clase a las 8:00.🙏,0
"El mensajero dijo que el paquete llega el miércoles, ojalá sin problema. (ref 2251)",0
"Aprovecha 10% de descuento, si te interesa te paso detalles.",0
Tu beneficio vence el lunes. Reclama $39.900 COP en https://m.tienda.co/pedido?t=ra0b9q,1
🎁Tu paquete está retenido. Confirma pago de $29.900 COP en https://secure.super.info/link?t=cebo1d,1
"Voy en camino, llego en 15 minutos.",0
Alerta banco: intento de compra. Confirma en https://universidad.org/invitacion?t=37n478148s 😊,1
Necesitamos validar unos datos para continuar. ¿Puedes responder cuando puedas?😊 (ref 6039),0
¿Viste la promo del supermercado? Hay 40% en algunos productos.,0
FELICIDADES Camila: bono de $129.000 COP. Reclama en https://m.docs.com/detalle?t=ejqew,1
Alerta banco: intento de compra. Confirma en https://secure.banco.net/link?t=ig6cvj2 🙏 URGENTE,1
¿Puedes confirmar tu dirección en Bucaramanga para la entrega?,0
Me llegó una alerta del banco; voy a llamar para confirmar y te cuento.,0
"Voy en camino, llego en 15 minutos.",0
🎁Oferta exclusiva 35% OFF. Solo hoy: https://paqueteria.com/login?t=9l32t,1
¿Me puedes enviar el archivo que mencionaste? Gracias.,0
¿Me puedes enviar el archivo q mencionaste? Gracias.,0
Crédito preaprobado hasta 59.000 COP. Responde SI para info 🎁 URGENTE,1
"La factura del internet ya quedó pagada, te mando el comprobante por https://www.maps.site/invitacion?t=otujv9d",0
Crédito preaprobado hasta $129.000 COP. Responde SI para info ⚠️,1
😊FELICIDADES Mateo: bono de $79.900 COP. Reclama en https://docs.co/archivo?t=wyuftv,1
"Aprovecha 30% de descuento, si te interesa te paso detalles.",1
Último aviso: verifica tu cuenta en https://app.paqueteria.site/ver?t=ml3mxeg 🎁 Contacto: 335 708 1495.,1
Necesitamos validar unos datos para continuar. ¿Puedes responder cuando puedas?😊,0
🎁Tu paquete está retenido. Confirma pago de $599.000 en https://app.banco.info/confirmar?t=apde4ma,1
Tenemos una oportunidad laboral con pago semanal. ¿Te interesa? 🎁,1
Crédito preaprobado hasta $39.900. Responde SI para info 💳,1
"Hola María, por favor confirma si recibiste el mensaje anterior 🙏",1
"El mensajero dijo que el paquete llega mañana, ojalá sin problema.😊",0
"Te envié un enlace, revísalo por favor: https://app.soporte.net/ver?t=u6c90xy7",0
"Hola Luis, necesitamos confirmar tu información para completar el registro. Responde este mensaje.",1
¿Viste la promo del supermercado? Hay 35% en algunos productos.,0
Necesitamos validar unos datos para continuar. ¿Puedes responder cuando puedas?😊,0
Confirmación requerida para evitar el bloqueo de tu cuenta. Responde 'OK'.,1
Último aviso: verifica tu cuenta en https://app.super.net/invitacion?t=m0asi2byov ✅ Contacto: 391 723 4715.,1
😊Tu paquete está retenido. Confirma pago de $599.000 COP en https://app.promo.com/invitacion?t=49qtln,1
¿Puedes revisar el documento y decirme si está listo para enviar? (ref 4047),0
Confirmación requerida para evitar el bloqueo de tu cuenta. Responde 'OK'.,1
🔥Has ganado un premio en Villavicencio. Confirma datos en https://www.universidad.net/confirmar?t=c6qvqf7 URGENTE,1
"Te envié un enlace, revísalo por favor: https://secure.empleo.co/ver?t=h9s6bmn",0
Tenemos una oportunidad laboral con pago semanal. ¿Te interesa?,1
Tu beneficio vence el jueves. Reclama $9.900 en https://m.banco.net/confrm?t=5tvvno,1
"El mensajero dijo que el paquete llega la próxima semana, ojalá sin problema.",0
Me llegó una alerta del banco; voy a llamar para confirmar y te cuento.,0
Tenemos una oportunidad laboral con pago semanal. ¿Te interesa? 📦 Contacto: 376 660 4738.,1
"Estoy en Cali por trabajo, regreso el domingo.",0
Aquí está el link del curso para el martes: https://app.docs.com/archivo?t=5ij30v (ref 5287),1
Recuerda que mañana hay clase a las 8:00.,0
¿Puedes revisar el documento y decirme si está listo para enviar? (ref 9339),0
Último aviso: verifica tu cuenta en https://meet.info/archivo?t=atn6ux 🙏,1
"El mensajero dijo que el paquete llega esta noche, ojalá sin problema.",0
"La factura del internet ya quedó pagada, te mando el comprobante por https://www.empleo.info/ver?t=us6x5qk",0
"La factura del internet ya quedó pagada, te mando el comprobante por https://m.promo.net/ver?t=1j03ymr00",0
¿Me puedes enviar el archivo que mencionaste? Gracias.,0
"Hola Sebastián, necesitamos confirmar tu información para completar el registro. Responde este mensaje.",1
🙏FELICIDADES Andrés: bono de $199.000. Reclama en https://app.empleo.info/pedido?t=t93xxq7g,1
Aquí está el link del curso para el miércoles: https://app.drive.info/ver?t=3jrppvmq0,0
Último aviso: verifica tu cuenta en https://app.meet.site/promo?t=82ez5az3 💳,1
Crédito preaprobado hasta 29.900 COP. Responde SI para info 🎁,0
Crédito preaprobado hasta 79.900 COP. Responde SI para info 🎁,1
Último aviso: verifica tu cuenta en https://secure.universidad.info/archivo?t=nmqp3sd0we,1
"La factura del internet ya quedó pagada, te mando el comprobante por https://www.universidad.co/pedidot=0lhtqu",0
📦Oferta exclusiva 35% OFF. Solo hoy: https://www.docs.net/ver?t=l7efxvc,1
¿Puedes revisar el documento y decirme si está listo para enviar?,0
¿Me puedes enviar el archivo que mencionaste? Gracias. (ref 3127),0
Necesitamos validar unos datos para continuar. ¿Puedes responder cuando puedas?😊,0
Tenemos una oportunidad laboral con pago semanal. ¿Te interesa?,1
📦FELICIDADES Juan: bono de $99.000 COP. Reclama en https://m.empleo.info/curso?t=pt7kg7m URGENTE,1
Tenemos una oportunidad laboral con pago semanal. ¿Te interesa? ✅,1
"Hola Daniel, ¿a qué hora nos vemos el lunes para la reunión?👍",0
Tenemos una oportunidad laboral con pago semanal. Te interesa ⚠️,1
¿Me puedes enviar el archivo que mencionaste? Gracias.,0
Tenemos una oportunidad laboral con pago semanal. ¿Te interesa? 💰,1
Tenemos una oportunidad laboral con pago semanal. ¿Te interesa?,1
Se aprobó tu solicitud. Envía tu número de documento para continuar 🔥,1
🎁Has ganado un premio en Cali. Confirma datos en https://www.promo.co/promo?t=9e36e2yx,1
¿Puedes revisar el documento y decirme si está listo para enviar?,0
Tenemos una oportunidad laboral con pago semanal. ¿Te interesa? 😊,1
Se aprobó tu solicitud. Envía tu número de documento para continuar 💳,1
¿Puedes confirmar tu dirección en Cali para la entrega?,1
Necesitamos validar unos datos para continuar. ¿Puedes responder cuando puedas?,0
¿Sigues interesado en la oferta? Quedo atento.,0
Tenemos una oportunidad laboral con pago semanal. ¿Te interesa? 👍 Contacto: 308 298 8108.,1
¿Puedes revisar el documento y decirme si está listo para enviar?,0
"La factura del internet ya quedó pagada, te mando el comprobante por https://m.tienda.info/promo?t=e7dehhw",0
¿Sigues interesado en la oferta? Quedo atento.,1
"Estoy en Villavicencio por trabajo, regreso el domingo.👍",0
Te comparto el enlace del drive del proyecto: https://www.universidad.org/invitacion?t=zuilet👍,0
"El mensajero dijo que el paquete llega el martes, ojalá sin problema.",0
"El mensajero dijo que el paquete llega el lunes, ojalá sin problema.",1
Aquí está el link del curso pa el jueves: https://app.soporte.site/pedido?t=uawj3,0
"La factura del internet ya quedó pagada, te mando el comprobante por https://www.paqueteria.net/archivo?t=f56zzwz",0
"Hola Valentina, por favor confirma si recibiste el mensaje anterior 🎁",0
Se aprobó tu solicitud. Envía tu número de documento para continuar 😊,1
"Estoy en Cartagena por trabajo, regreso el domingo.",0
Necesitamos validar unos datos pa continuar. ¿Puedes responder cuando puedas?,1
¿Puedes revisar el documento y decirme si está listo para enviar?,0
¿Viste la promo del supermercado? Hay 20% en algunos productos.,0
"Hola Daniel, por favor confirma si recibiste el mensaje anterior (ref 7748)",0
Me llegó una alerta del banco; voy a llamar pa confirmar y te cuento.,0
"Aprovecha 70% de descuento, si te interesa te paso detalles. Contacto: 309 713 5855.",1
"Estoy en Pereira por trabajo, regreso el domingo.",0
"La factura del internet ya quedó pagada, te mando el comprobante por https://m.maps.org/promo?t=dwlw3😊",0
¿Puedes revisar el documento y decirme si está listo para enviar?,0
"Te envié un enlace, revísalo por favor: https://m.banco.com/archivo?t=mcfh2k",0
Me llegó una alerta del banco; voy a llamar para confirmar y te cuento.,0
Te comparto el enlace del drive del proyecto: https://secure.tienda.net/confirmar?t=0lyxh4y😊,0
Te comparto el enlace del drive del proyecto: https://www.paqueteria.co/ver?t=yndz9tvpen🙏,0
"Estoy en Manizales por trabajo, regreso el domingo.",0
Me llegó una alerta del banco; voy a llamar para confirmar y te cuento.,0
🔥Tu paquete está retenido. Confirma pago de $249.000 COP en https://www.super.info/archivo?t=lkgrvay,1
¿Puedes revisar el documento y decirme si está listo para enviar? (ref 5713),0
¿Puedes revisar el documento y decirme si está listo para enviar?,0
😊Oferta exclusiva 70% OFF. Solo hoy: https://empleo.site/link?t=dragn1,1
"Voy en camino, llego en 15 minutos.",0
¿Sigues interesado en la oferta? Quedo atento.,1
¿Puedes revisar el documento y decirme si está listo pa enviar?,0
Has ganado un premio en Cali. Confirma datos en https://www.maps.com/detalle?t=zeowe,1
"Hola Camila, necesitamos confirmar tu información para completar el registro. Responde este mensaje.",1
FELICIDADES Mateo: bono de 99.000 COP. Reclama en https://app.universidad.org/ver?t=pajlvutx,1
"Voy en camino, llego en 15 minutos.",0
"Estoy en Cali por trabajo, regreso el domingo.",0
😊Has ganado un premio en Cali. Confirma datos en https://www.maps.co/detalle?t=95qkzzene Contacto: 342 245 1539. URGENTE,1
"Voy en camino, llego en 15 minutos.👍",0
📦Oferta exclusiva 70% OFF. Solo hoy: https://secure.banco.info/invitacion?t=1pz6uzqwi,1
¿Puedes confirmar tu dirección en Barranquilla para la entrega?,0
Crédito preaprobado hasta $29.900 COP. Responde SI para info 😊,1
"Hola Daniel, necesitamos confirmar tu información para completar el registro. Responde este mensaje.",1
"El mensajero dijo que el paquete llega esta tarde, ojalá sin problema.",0
"Aprovecha 20% de descuento, si te interesa te paso detalles.",1
Necesitamos validar unos datos para continuar. ¿Puedes responder cuando puedas?,0
"Hola Andrés, por favor confirma si recibiste el mensaje anterior 😊",0
¿Puedes revisar el documento y decirme si está listo para enviar?,0
"Voy en camino, llego en 15 minutos.",0
¿Me puedes enviar el archivo que mencionaste? Gracias.,0
Tu paquete está retenido. Confirma pago de $129.000 en https://m.drive.co/confirmar?t=htdefo858a,1
"Hola Ana, necesitamos confirmar tu información para completar el registro. Responde este mensaje.",1
🔥FELICIDADES Luis: bono de $29.900 COP. Reclama en https://m.docs.site/archivo?t=0tndn2z Contacto: 328 959 2265.,1
¿Puedes revisar el documento y decirme si está listo para enviar?,0
🙏Has ganado un premio en Bogotá. Confirma datos en https://app.meet.net/invitacion?t=kxvh41,1
Último aviso: verifica tu cuenta en https://www.universidad.net/link?t=81q5uyv ✅,1
"Estoy en Cartagena por trabajo, regreso el domingo.🙏",0
Tenemos una oportunidad laboral con pago semanal. ¿Te interesa? ✅ Contacto: 328 483 2393.,1
"Estoy en Bogotá por trabajo, regreso el domingo.",0
Crédito preaprobado hasta 599.000 COP. Responde SI para info 💰,1
🙏Tu paquete está retenido. Confirma pago de 399.000 COP en https://app.docs.co/curso?t=d417vjx67,1
Aquí está el link del curso para esta noche: https://app.paqueteria.org/invitacion?t=l48iz7,0
Sigues interesado en la oferta Quedo atento.,1
Alerta banco: intento de compra. Confirma en https://secure.tienda.com/ver?t=hr1zsh3yj 🎁,1
"Estoy en Manizales por trabajo, regreso el domingo.",0
"Aprovecha 10% de descuento, si te interesa te paso detalles. Contacto: 380 839 8812.",1
"Voy en camino, llego en 15 minutos.👍",0
¿Puedes revisar el documento y decirme si está listo para enviar?,0
"Te envié un enlace, revísalo por favor: https://app.paqueteria.site/confirmar?t=c5nae9",1
✅FELICIDADES Carlos: bono de 9.900 COP. Reclama en https://meet.info/detalle?t=7fjs5 Contacto: 379 543 1882.,1
"Voy en camino, llego en 15 minutos.",0
"Aprovecha 60% de descuento, si te interesa te paso detalles.",0
Se aprobó tu solicitud. Envía tu número de documento para continuar ⚠️,1
⚠️Oferta exclusiva 20% OFF. Solo hoy: https://app.banco.org/login?t=t8p4pe,1
Necesitamos validar unos datos para continuar. Puedes responder cuando puedas,1
